##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;white;;;;;;;;;X
##;§Y = 208,232,248;orange;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
NPERSONALITY_SINCLAIR;Quex;Quex;Quex;Quex;Quex;Analizator kodуw;;Quex;;;X
DPERSONALITY_SINCLAIR;Admiral Sir Hugh Sinclair was a British intelligence officer. Between 1919 and 1921, he was Director of British Naval Intelligence, and helped to set up the Secret Intelligence Service (SIS, commonly MI6) before the Second World War. In 1938, with a second war looming, Sinclair set up Section D, dedicated to sabotage. In spring of 1938, using his own money, he bought Bletchley Park to be a wartime intelligence station.;L'amiral Sir Hugh Sinclair йtait un officier du renseignement britannique. Entre 1919 et 1921, il fut directeur du renseignement naval britannique et a aidй а mettre en place le Secret Intelligence Service (SIS, communйment appelй le MI6) avant la Seconde Guerre mondiale. En 1938, avec une nouvelle guerre en vue, Sinclair mis en place la Section D, vouйe au sabotage. Au printemps 1938, avec son propre argent, il achиta Bletchley Park pour en faire une station de renseignement en temps de guerre. ;L'ammiraglio Sir Hugh Sinclair fu un ufficiale dell'intelligence britannica. Tra il 1919 e il 1921, fu il Direttore della British Naval Intelligence, e contribuм ad impostare il Secret Intelligence Service (SIS, comunemente MI6) prima della seconda guerra mondiale. Nel 1938, con una seconda guerra incombente, Sinclair istituм la Sezione D, dedicata al sabotaggio. Nella primavera del 1938, utilizzando il proprio denaro, comprт Bletchley Park, per costruirvi una stazione di intelligence in tempo di guerra.;El almirante Sir Hugh Sinclair fue un oficial de la Inteligencia britбnica. Entre 1919 y 1921, fue director de la Inteligencia Naval britбnica y ayudу a crear el Servicio de Inteligencia Secreto (SIS, comъnmente MI6) antes de la 2a Guerra Mundial. En 1938, con la segunda guerra acercбndose, Sinclair creу la Secciуn D, dedicada al sabotaje. En primavera de 1938, usando su dinero, comprу Bletchley Park para que fuese una estaciуn de inteligencia de guerra.;Admiral Sir Hugh Sinclair war ein britischer Geheimdienstoffizier. Zwischen 1919 und 1921 war er Direktor des Marinenachrichtendienstes und an der Grьndung des Secret Intelligence Service (kurz SIS oder auch als MI6 bekannt) beteiligt. 1938 grьndete er die 'Abteilung D', die auf Sabotageakte spezialisiert war und erstand auf eigene Kosten Bletchley Park, um dort einen kriegsmдssigen Nachrichtendienst aufzubauen.;Admiraі Sir Hugh Sinclair byі oficerem brytyjskiego wywiadu. Pomiкdzy 1919 i 1921 r. peіniі rolк dyrektora wywiadu brytyjskiej marynarki wojennej i wsparі wysiіki maj№ce na celu utworzenie Tajnej Sіuїby Wywiadowczej (SIS, popularniej zwanej MI6) przed wybuchem II Wojny Њwiatowej. W 1938 r., u progu wojny, Sinclair utworzyі Sekcjк D, ukierunkowan№ na prowadzenie sabotaїu. Wiosn№ 1938 r., wykorzystuj№c prywatne fundusze, kupiі Bletchley Park, gdzie zaіoїyі wojenne centrum wywiadowcze.;;Адмирал сэр Хью Синклер был британским офицером разведки. Между 1919 и 1921 году, он был директором Британской военно-морской разведки, и помог создать Секретную разведывательную службу (SIS, общеизвестную MI6) до Второй мировой войны. В 1938 году с приближением Второй мировой, Синклер создал раздел D, посвященный саботажу. Весной 1938 года, используя свои собственные деньги, он купил Блетчли-Парк, чтобы сделать станцией военной разведки.;;;X
NPERSONALITY_CHAMBERLAIN;The Pacifier;Le Pacificateur;Il Pacificatore;El pacificador;Der Friedenstifter;Pacyfista;;Успокоитель;;;X
DPERSONALITY_CHAMBERLAIN;Neville Chamberlain was a British Conservative politician who served as Prime Minister of the United Kingdom from May 1937 to May 1940. Chamberlain is best known for his appeasement foreign policy, and in particular for his signing of the Munich Agreement in 1938, conceding the Sudetenland region of Czechoslovakia to Germany.;Neville Chamberlain йtait un politicien conservateur britannique ayant servi comme Premier Ministre du Royaume-Uni de mai 1937 а mai 1940. Chamberlain est surtout connu pour sa politique d'apaisement а l'йtranger, et en particulier pour sa signature de l'accord de Munich en 1938, remettant la rйgion des Sudиtes de la Tchйcoslovaquie а l'Allemagne.;Neville Chamberlain fu un politico conservatore britannico che servм come Primo Ministro del Regno Unito dal mese di maggio 1937 al maggio 1940. Chamberlain и meglio conosciuto per la sua politica estera di accondiscendenza, ed in particolare per la sua firma dell'accordo di Monaco nel 1938, che concesse la regione cecoslovacca dei Sudeti alla Germania.;Neville Chamberlain fue un polнtico conservador britбnico que serviу como primer ministro del Reino Unido desde mayo de 1937 hasta mayo de 1940. Chamberlain fue muy conocido por su polнtica exterior, y en particular, por firmar el Acuerdo de Munich en 1938, concediendo la regiуn de Sudetenland de Checoslovaquia a Alemania.;Neville Chamberlain war ein britischer konservativer Politiker, der seinem Land von Mai 1937 bis Mai 1940 als Premierminister diente. Er wurde in erster Linie durch seine Beschwichtigungspolitik gegenьber dem deutschen Reich bekannt und seine Unterschrift unter den 'Vertrag von Mьnchen', in dem er seinen eigenen Verbьndeten, die Tschechoslowakei, dazu drдngte, das Sudetenland an das deutsche Reich abzutreten.;Neville Chamberlain byі brytyjskim politykiem konserwatywnym, ktуry sіuїyі jako premier Wielkiej Brytanii od maja 1937 do maja 1940 r. Chamberlain jest najlepiej znany ze swojej polityki appeasementu (іagodzenia konfliktуw poprzez ustкpstwa), w szczegуlnoњci za podpisanie Porozumieс Monachijskich w 1938 r., w ramach ktуrych zmuszono Czechosіowacjк do oddania rejonu sudeckiego Niemcom.;;Невилл Чемберлен был британским политиком-консерватором, который занимал пост премьер-министра Великобритании с мая 1937 по май 1940 года. Чемберлен известен за его внешнюю политику умиротворения, и в частности за подписание Мюнхенского соглашения в 1938 году, уступавшего Судетскую область Чехословакии Германии.;;;X
NPERSONALITY_HALIFAX;The Appeaser;Le Conciliateur          ;L'Accomodatore;El apaciguador;Der Beschwichtiger;Zwolennik appeasementu;;Соглашатель;;;X
DPERSONALITY_HALIFAX;The Viscount Halifax from 1934 until 1944, was one of the most senior British Conservative politicians of the 1930s, during which he held several senior ministerial posts, most notably as Foreign Secretary from 1938 to 1940. As such he is often regarded as one of the architects of the policy of appeasement prior to World War II.;Le vicomte Halifax a йtй l'un des plus hauts politiciens conservateurs britanniques de 1934 jusqu'en 1944, annйes durant lesquelles il occupa plusieurs hauts postes ministйriels, plus particuliиrement celui de Ministre des Affaires йtrangиres de 1938 а 1940. Comme tel, il est souvent considйrй comme l'un des architectes de la politique d'apaisement ayant prйcйdй la Seconde Guerre mondiale.;Visconte Halifax dal 1934 fino al 1944, fu uno dei piщ importanti politici conservatori britannici degli anni '30, durante i quali ricoprм diversi incarichi ministeriali di alto livello, in particolare, come ministro degli Esteri nel biennio 1938-1940. Come tale egli viene spesso considerato come uno degli architetti della politica di accondiscendenza prima della Seconda Guerra Mondiale.;El vizconde Halifax de 1934 hasta 1944, fue uno de los polнticos conservadores britбnicos mбs importantes de la dйcada de los aсos 30, cuando ocupaba varios puestos en ministerios, el mбs notable como Secretario de Asuntos Exteriores de 1938 a 1940. Es considerado el arquitecto de la polнtica de apaciguamiento antes de la 2a Guerra Mundial.;Einer der дltesten britischen konservativen Politker der 1930'er Jahre war Viscount Halifax. Wдhrend dieser Zeit bekleidete er in verschiedenen Regierungen hochrangige Posten. Am bekanntesten war dabei seine Rolle als Aussenminister von 1938 bis 1940 und die des Mitbegrьnders der Beschwichtigungspolitik kurz vor ENde des zweiten Weltkriegs.;Viscount Halifax byі w latach 1934-1944 jednym z najwaїniejszych brytyjskich politykуw konserwatywnych, obejmuj№c wiele stanowisk w rz№dzie, miкdzy innymi ministra spraw zagranicznych w latach 1938-1940. Byі przez to czкsto uwaїany za jednego z gіуwnych architektуw polityki appeasementu w latach przedwojennych.;;Виконт Галифакс с 1934 до 1944 г был одним из самых высокопоставленных британских политиков-консерваторов 1930-х годов, во время которых он занимал ряд руководящих министерских постов, в первую очередь, как министр иностранных дел с 1938 по 1940 год. Как таковой он часто рассматривается как один из архитекторов политики умиротворения до Второй мировой войны.;;;X
NPERSONALITY_CIANO;Fascist Crusader;Le Croisй Fasciste             ;Crociato fascista;Cruzado fascista;Der faschistische Kreuzritter;Faszystowski krzyїowiec;;Крестоносец фашизма;;;X
DPERSONALITY_CIANO;Gian Galeazzo Ciano was an Italian Minister of Foreign Affairs and Benito Mussolini's son-in-law. After 1939, Ciano became increasingly disenchanted with Nazi Germany and the course of World War II, although when the Italian regime embarked in the ill-advised parallel war alongside Germany, he went along fairly convinced, even through the terribly-devised Italian invasion of Greece and its subsequent setbacks. Ciano was effectively executed for dissenting against the Duce's will.;Gian Galeazzo Ciano fut un ministre italien des Affaires йtrangиres, et le beau-fils de Benito Mussolini. Aprиs 1939, Ciano devint de plus en plus dйзu par l'Allemagne nazie et par le cours de la Seconde Guerre mondiale, aprиs avoir йtй convaincu du bien-fondй d'entrer en guerre au cфtй de l'Allemagne, y compris aprиs l'invasion horriblement mal conзue de la Grиce par l'Italie. Ciano fut exйcutй pour s'кtre opposй а la volontй du Duce.;Gian Galeazzo Ciano fu un ministro italiano degli Affari Esteri ed il genero di Benito Mussolini. Dopo il 1939, Ciano divenne sempre piщ disincantato riguardo alla Germania nazista ed il corso della Seconda Guerra Mondiale, anche se quando il regime italiano si imbarcт nella sconsiderata guerra parallela a fianco della Germania, si associт in modo abbastanza convinto, anche dopo l'invasione, terribilmente congegnata, italiana della Grecia e le successive battute d'arresto. Ciano fu ucciso a causa del suo dissenso contro la volontа del Duce.;Gian Galeazzo Ciano fue Ministro de Asuntos Exteriores y yerno de Benito Mussolini. Despuйs de 1939, Ciano empezу a estar desencantado con la Alemania Nazi y con el curso de la 2a Guerra Mundial, aun cuando el rйgimen italiano entrу en la misma guerra que Alemania, seguнa igual de convencido, incluso con el terrible planeamiento de la invasiуn de Grecia y sus consecuencias. Ciano fue ejecutado por disentir de la voluntad del Duce.;Gian Galeazzo Ciano war italienischer Aussenminister und Benito Mussolinis Schwiegersohn. Ab 1939 wurde er zunehmend vom nationalsozialistischen Deutschland und dem Kriegsverlauf desillusioniert, auch wenn er trotz des italienischen Kriegsbeitritts und der schlecht geplanten und katastrophal verlaufenden Invasion Griechenlands als ьberzeugter Anhдnger dieser Politik auftrat. Ciano wurde 1944 zum Tode verurteilt und hingerichtet, weil er fьr Mussolinis Absetzung gestimmt hatte.;Gian Galeazzo Ciano byі wіoskim ministrem spraw zagranicznym i ziкciem Benito Mussoliniego. Po 1939 r. Ciano byі coraz bardziej rozczarowany nazistowskimi Niemcami oraz przebiegiem II Wojny Њwiatowej. Pomimo, їe wіoski reїim podj№і brzemienn№ w skutkach decyzjк prowadzenia wojny rуwnolegle ze swoim sojusznikiem, pozostaі jednak wierny tej polityce Mussoliniego, nawet w obliczu fatalnie przeprowadzonej inwazji na Grecjк i innych niepowodzeс. Ciano zostaі jednak w koсcu w praktyce zgіadzony za opуr wobec woli Duce.;;Джан Галеаццо Чиано был итальянским министром иностранных дел и зятем Бенито Муссолини. После 1939 года Чиано все более разочаровывался нацистской Германией и ходом Второй мировой войны, хотя, когда итальянские власти начали опрометчиво параллельную войну наряду с Германией, он оставался вполне убежденным, даже после итальянского вторжения в Грецию и последующие неудачи. Чиано был казнен за противодействие воли дуче.;;;X
NPERSONALITY_AUTARKIC;The Fascist Autarkic;L'Autarcique Fasciste                 ;Il fascista autarchico;El Fascista autбrquico;Der faschistische Autarkist;Faszystowski autarkista;;Автракистский фашист;;;X
DPERSONALITY_AUTARKIC;Benito Mussolini was an Italian politician who led the National Fascist Party and is credited with being one of the key figures in the creation of Fascism. Mussolini pushed for government control of business: by 1935, Mussolini claimed that three quarters of Italian businesses were under state control. He also attempted to turn Italy into a self-sufficient autarky, instituting high barriers on trade with most countries except Germany.;Benito Mussolini йtait un homme politique italien qui a dirigй le Parti national fasciste, et est reconnu comme йtant l'une des figures clйs dans la crйation du fascisme. Mussolini fit pression pour le contrфle gouvernemental des entreprises: en 1935, Mussolini affirma que trois quarts des entreprises italiennes йtaient sous contrфle de l'Йtat. Il tenta йgalement de transformer l'Italie en autarcie, en instituant des barriиres commerciales йlevйes avec la plupart des pays, а l'exception de l'Allemagne.;Benito Mussolini fu un politico italiano che guidт il Partito Nazionale Fascista ed и accreditato come una delle figure chiave per la creazione del fascismo. Mussolini spinse per il controllo governativo dell'economia: dal 1935, Mussolini sostenne che i tre quarti delle imprese italiane erano sotto il controllo statale. Tentт anche di trasformare l'Italia in un'autarchia autosufficiente, istituendo alti dazi sul commercio con la maggior parte dei Paesi, tranne la Germania.;Benito Mussolini fue un polнtico italiano que lideraba el Partido Nacional Fascista y es considerado como una de las figuras creadoras del Fascismo. Mussolini presionу para hacerse con el control gubernamental de los negocios: en 1935, Mussolini afirmу que las tres cuartas partes de los negocios italianos estaban controlados por el Estado. Intentу hacer a Italia una autarquнa autosuficiente, poniendo grandes barreras en el comercio con la mayorнa de paнses expecto con Alemania.;Benito Mussolini war ein italienischer Politiker und Anfьhrer der nationalen faschistischen Partei. Eines der Ziele seiner Regierung war, die gesamte Wirtschaftsleistung Italiens unter staatliche Kontrolle zu bekommen, was er im Jahre 1935, nach eigenen Angaben, auch zu 75 Prozent geschafft hatte. Desweiteren versuchte er, Italien von Importen unabhдngig zu machen und errichtete Handelsbarrieren gegen die meisten Staaten, wobei das deutsche Reich eine Ausnahme bildete.;Benito Mussolini byі wіoskim politykiem, przywуdc№ Narodowej Partii Faszystowskiej, wiod№c№ siі№ tworz№c№ ruch faszystowski. Mussolini byі orкdownikiem kontroli paсstwa nad biznesem: do 1935 r. wedіug Mussoliniego rz№d kontrolowaі juї trzy czwarte wіoskich spуіek. Prуbowaі on rуwnieї przeksztaіciж Wіochy w samowystarczalne paсstwo autarkiczne, wprowadzaj№c wysokie bariery celne w handlu z wiкkszoњci№ krajуw poza Niemcami.;;Бенито Муссолини был итальянским политиком, который возглавлял Национальную фашистскую партии, который был одной из ключевых фигур в создании фашизма. Муссолини стремился к государственному контролю над бизнесом: к 1935 году, Муссолини утверждал, что три четверти итальянских предприятий были под контролем государства. Он также пытался превратить Италию в самодостаточную автаркию, вводя серьезные барьеры в торговле с большинством стран, за исключением Германии.;;;X
NPERSONALITY_PARIANI;Under-Secretary of War;Le Sous-Secrйtaire а la Guerre                  ;Sottosegretario alla Guerra;Sub-Secretario de Guerra;Der Unter-Staatsekretдr;Podsekretarz ds. wojny;;Заместитель Военного министра;;;X
DPERSONALITY_PARIANI;Alberto Pariani was an Italian general. He fought during World War I, and ended the war as a commander of the 6th Alpini Regiment. From 1934 to 1936 he was Deputy Chief of the General Staff, and from 1936 to 1939 he was Chief of the General Staff and Under-Secretary of War.;Alberto Pariani fut un gйnйral italien. Il combattit durant la Premiиre Guerre mondiale, et termina la guerre comme Commandant du 6e rйgiment Alpini. De 1934 а 1936, il fut chef-adjoint de l'йtat-major gйnйral, et fut Chef d'йtat-major gйnйral et Sous-Secrйtaire а la Guerre de 1936 а 1939. ;Alberto Pariani fu un generale italiano. Combattи durante la prima guerra mondiale, e finм la guerra come comandante del 6  Reggimento Alpini. Dal 1934 al 1936 fu Sottocapo di Stato Maggiore, e dal 1936 al 1939 fu capo di stato maggiore e Sottosegretario alla guerra.;Alberto Pariani fue un general italiano. Luchу en la 1a Guerra Mundial y terminу la guerra como comandante del 6o Regimiento Alpino. De 1934 a 1936 fue diputado Jefe del Estado Mayor y desde 1936 a 1939 Jefe del Estado Mayor y Subsecretario de guerra.;Alberto Pariani war ein italienischer General, der das Ende des 1. Weltkrieges als Kommandeur des 6. 'Alpini'-Regiments erlebte. Von 1934 bis 1936 war er stellvertretender Generalsstabschef und von 1936 bis 1939 Chef des Generalstabes sowie Unterstaatssekretдr im Kriegsministerium.;Alberto Pariani byі wіoskim generaіem. Walczyі w czasie I Wojny Њwiatowej, ktуr№ zakoсczyі jako dowуdca 6. Regimentu Alpejskiego. Od 1934 do 1936 r. peіniі obowi№zki zastкpcy szefa sztabu wіoskiej armii, a w latach 1936-1939 byі szefem sztabu oraz podsekretarzem ds. wojny.;;Альберто Париани был итальянским генералом. Он воевал во время Второй мировой войны, и закончил войну в качестве командира 6го Альпийского полка. С 1934 по 1936 год он был заместителем начальника Генерального штаба, а с 1936 по 1939 год он был начальником Генерального штаба и заместителем Военного министра;;;X
NPERSONALITY_CAVAGNARI;Old School Admiral;L'Amiral de la vieille йcole                  ;Ammiraglio della vecchia scuola;Almirante de la Vieja Escuela;Der Admiral der alten Schule;Staroњwiecki admiraі;;Адмирал старой школы;;;X
DPERSONALITY_CAVAGNARI;Domenico Cavagnari was an Italian admiral. He became the chief of staff of the Italian Navy in 1934 and later became the Undersecretary of State governing naval affairs. He was credited with shaping the Italian Navy into a strong force in the Mediterranean Sea, but in fact it was his fault for not introducing naval aviation to Italy. He also opposed the use of radars and carriers.;Domenico Cavagnari fut un amiral italien. Devenu chef du personnel de la marine italienne en 1934, il fut nommй plus tard Secrйtaire d'Etat rйgissant les affaires navales. Crйditй pour avoir transformй la marine italienne en une force importante en Mйditerranйe, ce fut en rйalitй sa faute de ne pas avoir introduit d'aviation navale en Italie. Il s'opposa йgalement а l'utilisation des radars et des porte-avions.;Domenico Cavagnari fu un ammiraglio italiano. Divenne il capo di stato maggiore della Marina Militare Italiana nel 1934 e piщ tardi divenne Sottosegretario di Stato per gli affari navali. Egli venne accreditato come colui che riformт la Marina Militare Italiana in una grande forza nel Mar Mediterraneo, ma in realtа sua fu la colpa di non introdurre l'aviazione navale in Italia. Si oppose anche all'impiego dei radar e delle portaerei.;Domenico Cavagnari fue un almirante italiano. Se convirtiу en jefe de la Armada Italiana en 1934 y despuйs Subsecretario de Estado en asuntos navales. Fue responsable de la formaciуn de la Armada Italiana en una gran fuerza en el Mar Mediterrбneo, pero fue su culpa el no introducir la aviaciуn naval en Italia. Se opusу al uso del radar y portaaviones.;Domenico Cavagnari war ein italienischer Admiral. Er wurde 1934 Stabschef der italienischen Marine und spдter Unterstaatssekretдr im Marineministerium. Ihm wurde nachgesagt, die italienische Marine in eine schlagkrдftige Flotte verwandelt zu haben, wohingegen er tatsдchlich durch die Vernachlдssigung der Marinefliegerei sowie der Abneigung gegen Radar und Flugzeugtrдger zu ihrer Schwдchung beigetragen hat.;Domenico Cavagnari byі wіoskim admiraіem. Zostaі szefem sztabu wіoskiej marynarki wojennej w 1934 r., zostaj№c pуџniej podsekretarzem stanu ds. marynarki wojennej. Przypisywano mu przeksztaіcenie marynarki wojennej w licz№c№ siк siік na Morzu Њrуdziemnym, ale faktycznie to jemu naleїy przypisaж decyzjк, by do wіoskiej marynarki nie wprowadzaж lotnictwa morskiego. Byі on rуwnieї przeciwnikiem wykorzystania radarуw i lotniskowcуw.;;Доменико Каваньяри был итальянский адмирал. Он стал начальником штаба ВМС Италии в 1934 году и позже стал заместителем государственного управления морским делам. Ему приписывают превращение итальянского военно-морского флота в серьезную силу в Средиземном море, но на самом деле это была его вина, поскольку он не ввел военно-морскую авиацию в Италии. Он также выступил против использования радаров и авианосцев.;;;X
NPERSONALITY_MUSSOLINI_FM;Aggressive Nationalist;Le Nationaliste Aggressif                   ;Nazionalista aggressivo;Nacionalista agresivo;Der aggressive Nationalist;Agresywny nacjonalista;;Агрессивный националист;;;X
DPERSONALITY_MUSSOLINI_FM;In foreign policy, Mussolini soon shifted from the anti-imperialism of his lead-up to power to an extreme form of aggressive nationalism. He dreamt of making Italy a nation that was 'great, respected, and feared' throughout Europe, and indeed the world. His first steps into foreign policy seemed to portray him as a 'statesman'. Following the Stresa Front against Germany in 1935, Mussolini's policy took a dramatic turning point and revealed itself once again to be that of an aggressive nature.;En matiиre de politique йtrangиre, Mussolini vira de l'anti-impйrialisme dans sa quкte du pouvoir, а une forme extrкme de nationalisme agressif. Il rкvait de faire de l'Italie une nation 'grande, respectйe et crainte' dans toute l'Europe, et de fait, au niveau mondial. Ses premiers pas de politique йtrangиre le firent apparaоtre comme un 'homme d'Etat'. Aprиs le Front de Stresa contre l'Allemagne en 1935, la politique de Mussolini prit un tournant dramatique, et rйvиla de nouveau sa nature agressive.;In politica estera, Mussolini si spostт presto dall'anti-imperialismo della sua ascesa al potere ad una forma estrema di nazionalismo aggressivo. Sognava di fare dell'Italia una nazione che fosse 'grande, rispettata e temuta' in tutta Europa, e nel mondo. I suoi primi passi in politica estera sembravano dipingerlo come uno 'statista'. Dopo il Fronte di Stresa contro la Germania nel 1935, la politica di Mussolini prese una svolta drammatica e si rivelт ancora una volta essere di natura aggressiva.;En polнtica exterior, Mussolini cambiу de anti-imperialismo a una forma extrema de nacionalismo agresivo. Soсу con hacer que Italia fuese 'Grande, respetada y temida' en toda Europa, y tambiйn en el mundo. Sus primeros pasos en polнtica exterior lo retrataron como un estadista. Siguiendo el Acuerdo de Stresa contra Alemania en 1935, la polнtica de Mussolini diу un cambio dramбtico y se revelу como agresiva.;Im Bereich der Aussenpolitik schwenkte Mussolini schon bald nach der Machtьbernahme von einer anti-imperialistischen Linie hin zu aggressivem Nationalsimus. Er trдumte davon, Italien zu einer 'grossen, respektierten und gefдhrlichen Macht' nicht nur in Europa zu machen. Seine ersten Versuche, sich als 'Staatsmann' zu prдsentieren, fanden wдhrend der Ereignisse um die 'Stresa-Front' statt, aber schon bald zeigte sich die wahre Natur seiner Aussenpolitik.;W kwestiach polityki zagranicznej, Mussolini szybko przeksztaіciі swуj antyimperializm, ktуry wykazywaі przed dojњciem do wіadzy, w ekstremaln№ formк agresywnego nacjonalizmu. Marzyі, by uczyniж Wіochy krajem 'wielkim, respektowanym i budz№cym postrach' w caіej Europie, a nawet њwiecie. Jego pierwsze kroki w polityce zagranicznej pokazywaіy go jako 'mкїa stanu'. Po sformowaniu Frontu Stresa przeciwko Niemcom w 1935 r. strategie Mussoliniego gwaіtownie zmieniіy siк, okazuj№c siк ponownie bardzo agresywnymi w swej naturze.;;В области внешней политики Муссолини вскоре перешел от борьбы с империализмом и его стремлением к власти к крайним формам агрессивного национализма. Он мечтал сделать Италию страной, которая была бы великой, уважаемой, и которую бы боялись по всей Европе, и в мире. Его первые шаги во внешней политике, казалось, изображали его как политика. После образования Фронта Стрезы против Германии в 1935 году, политика Муссолини драматично поворернула и показал опять свой агрессивный характер.;;;X 
NPERSONALITY_LITVINOV;Persuader of Democracies;Le Persuadeur des Dйmocraties              ;Persuasore delle Democrazie;Persuasor de democracias;Der Ьberzeuger der Demokraten;Negocjator z demokracjami;;Мастер по убеждению демократий;;;X
